,1 2,1 3,1 4,1 5,2 3,2 4,2 5,3 4,3 5,4 5
331,0.2,0.16,0.38,0.61,0.31,0.19,0.78,0.48,0.47,0.95
332,0.2,0.16,0.37,0.6,0.31,0.18,0.78,0.47,0.47,0.94
333,0.19,0.15,0.37,0.6,0.3,0.19,0.78,0.46,0.49,0.94
334,0.18,0.14,0.37,0.6,0.28,0.19,0.77,0.45,0.5,0.95
335,0.17,0.13,0.37,0.61,0.27,0.2,0.77,0.44,0.51,0.95
336,0.16,0.13,0.35,0.62,0.27,0.21,0.78,0.42,0.52,0.94
337,0.16,0.13,0.34,0.63,0.27,0.21,0.79,0.41,0.54,0.94
338,0.15,0.12,0.32,0.64,0.27,0.21,0.79,0.4,0.54,0.94
339,0.15,0.13,0.3,0.66,0.28,0.21,0.81,0.4,0.55,0.94
340,0.14,0.14,0.28,0.68,0.28,0.2,0.81,0.38,0.55,0.93
341,0.13,0.15,0.27,0.65,0.28,0.2,0.78,0.38,0.51,0.89
342,0.13,0.15,0.26,0.68,0.28,0.2,0.8,0.38,0.54,0.91
343,0.14,0.14,0.26,0.68,0.28,0.2,0.81,0.39,0.55,0.93
344,0.14,0.14,0.26,0.7,0.28,0.2,0.83,0.37,0.56,0.94
345,0.14,0.13,0.25,0.71,0.26,0.2,0.83,0.36,0.58,0.95
346,0.14,0.14,0.22,0.72,0.27,0.18,0.84,0.35,0.59,0.94
347,0.14,0.14,0.21,0.74,0.27,0.17,0.85,0.35,0.6,0.95
348,0.14,0.15,0.21,0.74,0.27,0.17,0.85,0.35,0.59,0.94
349,0.15,0.15,0.2,0.75,0.27,0.17,0.85,0.35,0.6,0.95
350,0.16,0.14,0.23,0.74,0.29,0.14,0.87,0.38,0.59,0.97
351,0.17,0.13,0.24,0.71,0.28,0.12,0.85,0.37,0.58,0.95
352,0.18,0.13,0.25,0.71,0.28,0.12,0.86,0.37,0.59,0.96
353,0.18,0.13,0.24,0.71,0.27,0.11,0.87,0.36,0.6,0.95
354,0.18,0.12,0.25,0.71,0.27,0.1,0.87,0.35,0.61,0.96
355,0.19,0.13,0.25,0.72,0.28,0.1,0.89,0.35,0.61,0.96
356,0.2,0.13,0.25,0.72,0.28,0.09,0.9,0.35,0.62,0.97
357,0.21,0.14,0.24,0.74,0.3,0.08,0.92,0.36,0.62,0.98
358,0.22,0.15,0.23,0.74,0.32,0.09,0.93,0.36,0.61,0.97
359,0.24,0.15,0.25,0.73,0.32,0.09,0.93,0.36,0.62,0.98
360,0.25,0.16,0.23,0.73,0.32,0.08,0.93,0.34,0.62,0.95
361,0.25,0.17,0.24,0.73,0.33,0.09,0.92,0.36,0.6,0.95
362,0.25,0.18,0.24,0.72,0.33,0.09,0.91,0.37,0.58,0.95
363,0.25,0.2,0.25,0.72,0.34,0.09,0.91,0.38,0.58,0.95
364,0.25,0.21,0.26,0.72,0.34,0.09,0.91,0.39,0.57,0.95
365,0.25,0.22,0.26,0.72,0.36,0.09,0.91,0.41,0.55,0.95
366,0.25,0.22,0.27,0.72,0.36,0.09,0.91,0.42,0.55,0.96
367,0.25,0.24,0.24,0.7,0.37,0.07,0.9,0.4,0.54,0.92
368,0.24,0.25,0.24,0.7,0.36,0.06,0.89,0.4,0.53,0.91
369,0.24,0.25,0.24,0.7,0.36,0.06,0.88,0.41,0.53,0.92
370,0.24,0.26,0.26,0.7,0.35,0.07,0.88,0.41,0.54,0.93
371,0.24,0.26,0.26,0.7,0.34,0.07,0.88,0.41,0.56,0.94
372,0.23,0.26,0.26,0.71,0.33,0.08,0.88,0.4,0.56,0.94
373,0.22,0.25,0.26,0.71,0.3,0.09,0.87,0.39,0.58,0.95
374,0.22,0.24,0.24,0.74,0.29,0.06,0.89,0.34,0.62,0.94
375,0.22,0.24,0.24,0.74,0.28,0.08,0.89,0.36,0.62,0.95
376,0.21,0.23,0.25,0.73,0.26,0.09,0.87,0.34,0.63,0.95
377,0.17,0.22,0.26,0.73,0.21,0.14,0.83,0.35,0.64,0.96
378,0.17,0.21,0.26,0.72,0.2,0.15,0.82,0.35,0.64,0.96
379,0.17,0.2,0.27,0.72,0.19,0.16,0.81,0.35,0.63,0.96
380,0.17,0.18,0.28,0.69,0.18,0.16,0.8,0.34,0.63,0.96
381,0.16,0.17,0.29,0.69,0.18,0.16,0.81,0.34,0.64,0.97
382,0.15,0.15,0.29,0.69,0.16,0.18,0.8,0.34,0.64,0.97
383,0.15,0.14,0.31,0.68,0.15,0.19,0.79,0.35,0.65,0.98
384,0.15,0.12,0.3,0.67,0.14,0.17,0.79,0.31,0.66,0.96
385,0.15,0.1,0.31,0.67,0.13,0.19,0.79,0.32,0.66,0.97
386,0.13,0.1,0.31,0.67,0.12,0.21,0.78,0.33,0.67,0.98
387,0.12,0.07,0.32,0.66,0.12,0.21,0.77,0.33,0.66,0.97
388,0.11,0.04,0.3,0.67,0.1,0.2,0.77,0.3,0.68,0.97
389,0.09,0.03,0.3,0.67,0.08,0.21,0.76,0.29,0.68,0.96
390,0.08,0.03,0.31,0.67,0.07,0.23,0.75,0.29,0.69,0.97
391,0.08,0.03,0.31,0.68,0.06,0.23,0.75,0.29,0.71,0.98
392,0.08,0.04,0.32,0.68,0.06,0.25,0.74,0.28,0.72,0.99
393,0.07,0.03,0.31,0.7,0.08,0.27,0.72,0.29,0.72,0.99
394,0.08,0.03,0.31,0.7,0.1,0.27,0.72,0.3,0.72,0.99
395,0.08,0.03,0.3,0.69,0.1,0.27,0.7,0.3,0.71,0.97
396,0.09,0.02,0.32,0.7,0.12,0.28,0.7,0.33,0.71,0.98
397,0.11,0.02,0.31,0.72,0.13,0.27,0.72,0.33,0.72,0.98
398,0.11,0.02,0.31,0.72,0.13,0.27,0.71,0.33,0.71,0.97
399,0.12,0.03,0.31,0.73,0.14,0.26,0.72,0.34,0.71,0.98
400,0.12,0.04,0.33,0.73,0.15,0.27,0.73,0.37,0.71,0.99
401,0.11,0.08,0.32,0.73,0.18,0.25,0.74,0.39,0.69,0.98
402,0.12,0.08,0.31,0.72,0.19,0.23,0.75,0.39,0.68,0.96
403,0.13,0.09,0.3,0.74,0.21,0.2,0.78,0.39,0.69,0.96
404,0.13,0.09,0.29,0.75,0.22,0.17,0.79,0.38,0.7,0.95
405,0.14,0.1,0.28,0.75,0.24,0.16,0.79,0.37,0.71,0.95
406,0.14,0.1,0.26,0.75,0.24,0.14,0.8,0.36,0.71,0.93
407,0.15,0.11,0.25,0.75,0.25,0.13,0.79,0.36,0.71,0.91
408,0.15,0.14,0.23,0.76,0.28,0.11,0.79,0.37,0.72,0.9
409,0.15,0.14,0.23,0.77,0.29,0.1,0.8,0.37,0.73,0.9
410,0.16,0.14,0.23,0.76,0.3,0.1,0.79,0.37,0.72,0.88
411,0.16,0.15,0.23,0.77,0.3,0.09,0.79,0.37,0.72,0.87
412,0.16,0.15,0.23,0.77,0.3,0.09,0.79,0.37,0.73,0.87
413,0.16,0.15,0.22,0.78,0.31,0.08,0.8,0.37,0.76,0.88
414,0.16,0.15,0.22,0.78,0.31,0.07,0.8,0.36,0.76,0.87
415,0.17,0.15,0.22,0.79,0.31,0.07,0.79,0.36,0.75,0.85
416,0.18,0.15,0.21,0.8,0.32,0.06,0.8,0.36,0.76,0.86
417,0.19,0.15,0.21,0.77,0.32,0.04,0.78,0.35,0.72,0.81
418,0.19,0.14,0.21,0.79,0.32,0.03,0.8,0.34,0.73,0.82
419,0.19,0.13,0.21,0.79,0.31,0.02,0.8,0.33,0.74,0.81
420,0.2,0.13,0.22,0.81,0.31,0.03,0.83,0.33,0.74,0.82
421,0.2,0.14,0.23,0.81,0.33,0.04,0.84,0.34,0.74,0.81
422,0.22,0.16,0.24,0.79,0.36,0.07,0.84,0.37,0.71,0.78
423,0.25,0.17,0.25,0.82,0.4,0.07,0.87,0.38,0.72,0.8
424,0.27,0.19,0.28,0.83,0.42,0.08,0.88,0.4,0.71,0.8
425,0.28,0.2,0.29,0.86,0.43,0.08,0.88,0.4,0.71,0.8
426,0.29,0.22,0.31,0.87,0.45,0.09,0.88,0.42,0.71,0.79
427,0.29,0.23,0.31,0.87,0.46,0.09,0.88,0.43,0.71,0.79
428,0.29,0.25,0.34,0.88,0.48,0.1,0.88,0.48,0.72,0.8
429,0.29,0.26,0.34,0.88,0.49,0.1,0.88,0.49,0.72,0.8
430,0.31,0.27,0.35,0.88,0.5,0.09,0.86,0.5,0.71,0.78
431,0.3,0.27,0.36,0.87,0.5,0.1,0.86,0.51,0.7,0.78
432,0.3,0.28,0.35,0.88,0.51,0.1,0.86,0.51,0.71,0.78
433,0.3,0.3,0.36,0.87,0.52,0.11,0.85,0.53,0.7,0.77
434,0.28,0.32,0.35,0.86,0.53,0.11,0.84,0.55,0.69,0.75
435,0.29,0.33,0.35,0.85,0.56,0.11,0.84,0.56,0.69,0.75
436,0.28,0.36,0.34,0.84,0.58,0.11,0.83,0.58,0.68,0.74
437,0.28,0.36,0.35,0.83,0.59,0.13,0.82,0.6,0.69,0.72
438,0.28,0.37,0.35,0.81,0.61,0.13,0.81,0.62,0.69,0.71
439,0.26,0.4,0.34,0.79,0.63,0.14,0.81,0.65,0.69,0.7
440,0.26,0.41,0.35,0.77,0.65,0.15,0.79,0.68,0.68,0.68
441,0.25,0.43,0.34,0.75,0.66,0.15,0.79,0.69,0.68,0.68
442,0.25,0.44,0.33,0.74,0.67,0.16,0.79,0.69,0.67,0.67
443,0.25,0.44,0.34,0.73,0.68,0.17,0.79,0.71,0.66,0.67
444,0.26,0.44,0.36,0.73,0.69,0.19,0.8,0.72,0.65,0.67
445,0.27,0.44,0.37,0.73,0.7,0.2,0.81,0.73,0.65,0.67
446,0.26,0.45,0.36,0.73,0.7,0.22,0.83,0.72,0.65,0.67
447,0.26,0.44,0.36,0.72,0.69,0.22,0.83,0.72,0.65,0.67
448,0.25,0.44,0.37,0.71,0.68,0.24,0.83,0.73,0.63,0.67
449,0.24,0.43,0.37,0.71,0.67,0.25,0.83,0.72,0.63,0.67
450,0.23,0.42,0.37,0.71,0.65,0.26,0.82,0.72,0.64,0.67
451,0.21,0.42,0.39,0.7,0.63,0.28,0.81,0.74,0.63,0.67
452,0.21,0.42,0.4,0.7,0.62,0.29,0.81,0.74,0.63,0.67
453,0.19,0.42,0.39,0.7,0.61,0.3,0.8,0.74,0.63,0.67
454,0.17,0.41,0.4,0.69,0.58,0.31,0.78,0.75,0.63,0.67
455,0.14,0.42,0.41,0.7,0.56,0.31,0.76,0.77,0.63,0.69
456,0.14,0.42,0.41,0.7,0.56,0.32,0.76,0.77,0.62,0.69
457,0.12,0.43,0.4,0.69,0.54,0.3,0.73,0.76,0.61,0.7
458,0.12,0.43,0.4,0.68,0.54,0.31,0.72,0.77,0.6,0.7
459,0.1,0.44,0.37,0.65,0.54,0.31,0.72,0.78,0.59,0.72
460,0.1,0.44,0.38,0.65,0.53,0.31,0.71,0.79,0.59,0.73
461,0.1,0.45,0.39,0.65,0.55,0.32,0.7,0.81,0.59,0.73
462,0.09,0.45,0.4,0.64,0.54,0.33,0.7,0.82,0.58,0.75
463,0.08,0.45,0.41,0.65,0.54,0.34,0.7,0.83,0.57,0.75
464,0.08,0.47,0.42,0.65,0.55,0.36,0.7,0.86,0.55,0.78
465,0.08,0.47,0.43,0.65,0.56,0.37,0.71,0.87,0.54,0.81
466,0.09,0.49,0.44,0.66,0.58,0.38,0.72,0.9,0.53,0.81
467,0.09,0.51,0.46,0.68,0.6,0.38,0.72,0.91,0.53,0.82
468,0.09,0.52,0.44,0.67,0.6,0.37,0.72,0.9,0.52,0.81
469,0.09,0.52,0.45,0.67,0.61,0.39,0.74,0.91,0.52,0.82
470,0.09,0.53,0.46,0.69,0.61,0.43,0.77,0.92,0.52,0.82
471,0.09,0.54,0.46,0.69,0.62,0.44,0.77,0.93,0.51,0.82
472,0.08,0.55,0.46,0.69,0.63,0.44,0.76,0.93,0.51,0.82
473,0.09,0.56,0.47,0.68,0.65,0.45,0.77,0.95,0.5,0.82
474,0.08,0.56,0.46,0.69,0.64,0.44,0.77,0.94,0.5,0.81
475,0.07,0.57,0.47,0.7,0.64,0.45,0.77,0.95,0.49,0.82
476,0.07,0.58,0.47,0.71,0.65,0.45,0.78,0.94,0.49,0.81
477,0.07,0.59,0.46,0.71,0.65,0.45,0.78,0.94,0.48,0.81
478,0.06,0.62,0.44,0.71,0.67,0.45,0.77,0.94,0.46,0.8
479,0.12,0.6,0.46,0.7,0.71,0.45,0.81,0.94,0.46,0.8
480,0.12,0.62,0.46,0.71,0.73,0.45,0.82,0.95,0.43,0.82
481,0.12,0.62,0.47,0.7,0.74,0.46,0.82,0.97,0.41,0.84
482,0.13,0.61,0.48,0.7,0.74,0.46,0.83,0.96,0.4,0.84
483,0.14,0.6,0.49,0.7,0.74,0.46,0.83,0.96,0.37,0.85
484,0.14,0.58,0.49,0.69,0.72,0.45,0.82,0.94,0.35,0.85
485,0.14,0.58,0.49,0.69,0.72,0.45,0.82,0.93,0.34,0.85
486,0.16,0.58,0.5,0.69,0.73,0.44,0.83,0.93,0.34,0.86
487,0.17,0.58,0.51,0.7,0.75,0.43,0.85,0.94,0.32,0.87
488,0.18,0.57,0.5,0.7,0.75,0.4,0.85,0.93,0.32,0.88
489,0.07,0.58,0.51,0.69,0.65,0.5,0.76,0.93,0.3,0.88
490,0.08,0.58,0.51,0.68,0.66,0.49,0.76,0.94,0.28,0.88
491,0.09,0.59,0.52,0.67,0.68,0.49,0.76,0.95,0.27,0.88
492,0.09,0.59,0.5,0.67,0.68,0.45,0.75,0.94,0.26,0.87
493,0.1,0.59,0.5,0.64,0.69,0.45,0.74,0.94,0.24,0.87
494,0.1,0.58,0.49,0.62,0.68,0.44,0.71,0.93,0.21,0.86
495,0.1,0.57,0.48,0.6,0.68,0.44,0.7,0.93,0.19,0.86
496,0.1,0.57,0.48,0.6,0.67,0.44,0.7,0.92,0.16,0.86
497,0.1,0.57,0.49,0.6,0.67,0.45,0.7,0.92,0.16,0.86
498,0.1,0.57,0.49,0.59,0.67,0.45,0.69,0.91,0.14,0.86
499,0.1,0.57,0.49,0.58,0.67,0.45,0.68,0.91,0.12,0.85
500,0.09,0.57,0.49,0.57,0.66,0.46,0.65,0.9,0.1,0.84
501,0.09,0.57,0.49,0.52,0.66,0.46,0.61,0.89,0.09,0.82
502,0.09,0.57,0.49,0.52,0.65,0.46,0.6,0.88,0.08,0.81
503,0.09,0.57,0.48,0.5,0.65,0.46,0.58,0.88,0.08,0.8
504,0.08,0.55,0.48,0.49,0.64,0.47,0.58,0.86,0.07,0.79
505,0.09,0.55,0.48,0.47,0.63,0.47,0.55,0.85,0.08,0.77
506,0.1,0.55,0.47,0.46,0.64,0.49,0.55,0.84,0.08,0.77
507,0.12,0.54,0.46,0.45,0.64,0.49,0.55,0.83,0.09,0.76
508,0.12,0.53,0.45,0.45,0.63,0.49,0.55,0.82,0.08,0.76
509,0.14,0.53,0.44,0.44,0.63,0.51,0.54,0.82,0.09,0.75
510,0.15,0.51,0.45,0.43,0.62,0.53,0.54,0.81,0.08,0.74
511,0.15,0.51,0.45,0.43,0.62,0.54,0.54,0.8,0.08,0.75
512,0.15,0.52,0.46,0.44,0.62,0.56,0.53,0.81,0.08,0.75
513,0.15,0.52,0.46,0.44,0.61,0.57,0.53,0.8,0.08,0.75
514,0.15,0.53,0.46,0.45,0.61,0.58,0.52,0.79,0.08,0.75
515,0.14,0.52,0.46,0.44,0.59,0.58,0.5,0.79,0.1,0.74
516,0.14,0.51,0.48,0.42,0.57,0.6,0.48,0.77,0.1,0.74
517,0.13,0.5,0.48,0.42,0.57,0.6,0.47,0.76,0.11,0.74
518,0.11,0.51,0.5,0.41,0.54,0.61,0.42,0.76,0.13,0.73
519,0.11,0.52,0.51,0.42,0.52,0.62,0.41,0.75,0.12,0.73
520,0.11,0.51,0.52,0.43,0.5,0.63,0.4,0.72,0.12,0.73
521,0.11,0.52,0.52,0.44,0.49,0.62,0.39,0.72,0.12,0.73
522,0.12,0.52,0.52,0.45,0.48,0.62,0.39,0.71,0.12,0.73
523,0.13,0.52,0.53,0.45,0.48,0.64,0.38,0.71,0.14,0.75
524,0.13,0.53,0.53,0.45,0.48,0.64,0.37,0.72,0.16,0.76
525,0.13,0.52,0.55,0.45,0.47,0.65,0.37,0.72,0.16,0.77
526,0.13,0.53,0.55,0.45,0.47,0.65,0.36,0.71,0.18,0.78
527,0.13,0.54,0.56,0.47,0.47,0.65,0.36,0.71,0.19,0.79
528,0.13,0.55,0.56,0.47,0.45,0.63,0.34,0.71,0.21,0.8
529,0.13,0.55,0.57,0.46,0.45,0.63,0.34,0.71,0.22,0.8
530,0.13,0.58,0.57,0.46,0.48,0.63,0.33,0.72,0.25,0.8
531,0.15,0.59,0.58,0.47,0.47,0.63,0.32,0.72,0.26,0.81
532,0.15,0.62,0.58,0.47,0.48,0.62,0.32,0.74,0.27,0.81
533,0.15,0.62,0.58,0.46,0.48,0.62,0.31,0.73,0.29,0.8
534,0.16,0.64,0.6,0.46,0.48,0.62,0.3,0.75,0.29,0.81
535,0.17,0.65,0.6,0.45,0.48,0.61,0.29,0.75,0.3,0.79
536,0.17,0.65,0.6,0.44,0.48,0.61,0.28,0.75,0.3,0.79
537,0.17,0.63,0.62,0.44,0.46,0.61,0.29,0.77,0.26,0.8
538,0.16,0.63,0.61,0.44,0.47,0.59,0.29,0.76,0.26,0.79
539,0.18,0.65,0.62,0.46,0.47,0.58,0.3,0.78,0.25,0.79
540,0.19,0.65,0.63,0.46,0.46,0.57,0.3,0.79,0.24,0.8
541,0.2,0.66,0.62,0.45,0.47,0.55,0.3,0.81,0.24,0.77
542,0.2,0.66,0.63,0.45,0.49,0.54,0.31,0.84,0.24,0.78
543,0.2,0.68,0.63,0.45,0.5,0.55,0.31,0.86,0.25,0.79
544,0.21,0.68,0.59,0.44,0.5,0.52,0.3,0.84,0.26,0.77
545,0.21,0.67,0.59,0.43,0.5,0.52,0.3,0.86,0.27,0.78
546,0.2,0.68,0.59,0.41,0.51,0.5,0.29,0.86,0.29,0.76
547,0.17,0.64,0.58,0.36,0.51,0.51,0.27,0.87,0.3,0.75
548,0.16,0.63,0.58,0.34,0.51,0.51,0.28,0.87,0.3,0.75
549,0.14,0.62,0.57,0.33,0.53,0.48,0.28,0.86,0.31,0.73
550,0.14,0.61,0.58,0.31,0.53,0.48,0.27,0.86,0.31,0.72
551,0.14,0.6,0.56,0.29,0.53,0.46,0.27,0.85,0.32,0.7
552,0.15,0.58,0.57,0.28,0.52,0.46,0.27,0.85,0.31,0.71
553,0.15,0.56,0.58,0.26,0.53,0.46,0.28,0.85,0.31,0.7
554,0.16,0.56,0.58,0.25,0.53,0.45,0.28,0.84,0.32,0.7
555,0.16,0.55,0.58,0.23,0.52,0.43,0.27,0.83,0.34,0.69
556,0.16,0.55,0.58,0.22,0.52,0.43,0.27,0.82,0.34,0.68
557,0.17,0.54,0.59,0.22,0.52,0.43,0.27,0.8,0.33,0.68
558,0.19,0.54,0.61,0.18,0.52,0.43,0.24,0.81,0.35,0.66
559,0.19,0.54,0.63,0.18,0.52,0.44,0.24,0.81,0.35,0.66
560,0.22,0.54,0.64,0.19,0.54,0.42,0.26,0.81,0.35,0.66
561,0.23,0.54,0.65,0.18,0.54,0.42,0.26,0.82,0.36,0.65
562,0.25,0.55,0.66,0.19,0.55,0.41,0.27,0.83,0.35,0.66
563,0.25,0.55,0.66,0.19,0.56,0.41,0.27,0.83,0.35,0.66
564,0.26,0.55,0.66,0.2,0.56,0.41,0.27,0.83,0.35,0.66
565,0.26,0.53,0.67,0.21,0.52,0.41,0.27,0.8,0.32,0.66
566,0.26,0.53,0.67,0.22,0.52,0.41,0.25,0.81,0.32,0.64
567,0.27,0.54,0.67,0.24,0.51,0.41,0.23,0.8,0.32,0.61
568,0.29,0.53,0.67,0.24,0.49,0.4,0.23,0.79,0.3,0.61
569,0.31,0.53,0.68,0.24,0.49,0.39,0.22,0.8,0.31,0.6
570,0.33,0.53,0.69,0.25,0.49,0.38,0.23,0.8,0.31,0.6
571,0.38,0.55,0.72,0.27,0.49,0.37,0.23,0.79,0.32,0.6
572,0.39,0.54,0.72,0.27,0.48,0.37,0.22,0.8,0.32,0.59
573,0.41,0.52,0.72,0.27,0.46,0.36,0.22,0.78,0.31,0.58
574,0.41,0.52,0.73,0.27,0.46,0.36,0.22,0.79,0.31,0.58
575,0.42,0.51,0.74,0.27,0.46,0.36,0.22,0.78,0.31,0.58
576,0.44,0.5,0.74,0.27,0.46,0.33,0.23,0.76,0.3,0.57
577,0.44,0.49,0.75,0.27,0.46,0.34,0.23,0.77,0.3,0.57
578,0.45,0.48,0.74,0.29,0.45,0.34,0.23,0.76,0.28,0.57
579,0.46,0.48,0.74,0.31,0.45,0.34,0.22,0.77,0.27,0.56
580,0.46,0.48,0.74,0.33,0.45,0.34,0.21,0.78,0.27,0.54
581,0.47,0.48,0.75,0.34,0.46,0.33,0.2,0.79,0.29,0.53
582,0.47,0.48,0.75,0.35,0.46,0.33,0.19,0.79,0.3,0.53
583,0.47,0.48,0.74,0.35,0.47,0.33,0.19,0.79,0.3,0.51
584,0.46,0.49,0.72,0.34,0.47,0.33,0.18,0.79,0.31,0.51
585,0.49,0.48,0.74,0.37,0.47,0.33,0.17,0.8,0.32,0.5
586,0.48,0.46,0.74,0.36,0.47,0.32,0.17,0.79,0.31,0.49
587,0.47,0.46,0.72,0.36,0.47,0.32,0.17,0.79,0.32,0.48
588,0.47,0.46,0.71,0.36,0.46,0.33,0.16,0.79,0.32,0.48
589,0.47,0.45,0.72,0.36,0.46,0.32,0.15,0.78,0.33,0.47
590,0.48,0.45,0.72,0.38,0.47,0.32,0.13,0.78,0.35,0.44
591,0.5,0.45,0.74,0.38,0.49,0.3,0.14,0.79,0.37,0.44
592,0.5,0.45,0.74,0.38,0.5,0.3,0.14,0.8,0.38,0.44
593,0.5,0.46,0.74,0.39,0.52,0.3,0.13,0.81,0.4,0.43
594,0.51,0.45,0.74,0.39,0.54,0.28,0.14,0.82,0.4,0.43
595,0.51,0.45,0.74,0.39,0.56,0.27,0.15,0.82,0.41,0.42
596,0.52,0.45,0.74,0.41,0.58,0.25,0.16,0.82,0.41,0.41
597,0.54,0.44,0.74,0.42,0.61,0.22,0.2,0.82,0.42,0.41
598,0.55,0.43,0.75,0.42,0.62,0.22,0.2,0.82,0.42,0.41
599,0.56,0.42,0.76,0.42,0.62,0.21,0.21,0.83,0.42,0.41
600,0.56,0.41,0.77,0.42,0.62,0.22,0.2,0.83,0.42,0.42
601,0.56,0.4,0.77,0.42,0.62,0.22,0.2,0.84,0.42,0.42
602,0.54,0.39,0.75,0.41,0.63,0.22,0.2,0.85,0.43,0.42
603,0.53,0.4,0.77,0.41,0.63,0.25,0.19,0.87,0.44,0.43
604,0.51,0.4,0.78,0.42,0.61,0.27,0.16,0.87,0.45,0.43
605,0.5,0.41,0.79,0.43,0.6,0.29,0.15,0.88,0.46,0.42
606,0.45,0.39,0.75,0.38,0.6,0.31,0.13,0.88,0.47,0.42
607,0.42,0.41,0.74,0.37,0.6,0.32,0.11,0.9,0.49,0.41
608,0.41,0.41,0.75,0.37,0.6,0.34,0.11,0.91,0.5,0.42
609,0.4,0.41,0.74,0.37,0.59,0.35,0.09,0.91,0.51,0.4
610,0.38,0.43,0.73,0.37,0.61,0.35,0.09,0.92,0.54,0.39
611,0.37,0.43,0.73,0.38,0.62,0.36,0.08,0.93,0.56,0.38
612,0.33,0.45,0.7,0.37,0.61,0.37,0.08,0.94,0.59,0.37
613,0.32,0.46,0.7,0.37,0.62,0.38,0.08,0.95,0.6,0.36
614,0.31,0.46,0.7,0.38,0.62,0.38,0.09,0.95,0.62,0.34
615,0.27,0.5,0.65,0.34,0.62,0.39,0.1,0.95,0.62,0.34
616,0.26,0.51,0.65,0.34,0.62,0.4,0.1,0.95,0.62,0.34
617,0.23,0.52,0.63,0.34,0.61,0.4,0.11,0.95,0.63,0.33
618,0.23,0.52,0.61,0.34,0.61,0.39,0.12,0.93,0.64,0.3
619,0.22,0.52,0.61,0.34,0.61,0.39,0.12,0.91,0.63,0.3
620,0.21,0.54,0.59,0.33,0.61,0.38,0.12,0.9,0.64,0.29
621,0.22,0.55,0.59,0.33,0.62,0.37,0.11,0.9,0.64,0.29
622,0.23,0.55,0.59,0.33,0.62,0.36,0.1,0.9,0.64,0.29
623,0.23,0.55,0.58,0.32,0.63,0.35,0.09,0.9,0.65,0.28
624,0.25,0.55,0.58,0.31,0.64,0.33,0.07,0.9,0.65,0.28
625,0.25,0.54,0.58,0.28,0.62,0.33,0.04,0.88,0.61,0.31
626,0.25,0.56,0.57,0.27,0.62,0.33,0.02,0.88,0.62,0.32
627,0.26,0.58,0.58,0.26,0.61,0.33,0.01,0.89,0.62,0.33
628,0.26,0.58,0.57,0.25,0.61,0.33,0.01,0.88,0.62,0.33
629,0.25,0.56,0.55,0.24,0.57,0.32,0.01,0.83,0.57,0.33
630,0.25,0.56,0.55,0.24,0.56,0.33,0.01,0.84,0.55,0.34
631,0.25,0.56,0.55,0.24,0.56,0.33,0.02,0.84,0.55,0.34
632,0.26,0.54,0.56,0.23,0.57,0.32,0.04,0.85,0.56,0.36
633,0.26,0.54,0.59,0.22,0.57,0.34,0.05,0.86,0.56,0.38
634,0.28,0.55,0.58,0.21,0.58,0.32,0.07,0.86,0.56,0.38
635,0.27,0.55,0.57,0.19,0.59,0.32,0.08,0.86,0.55,0.39
636,0.27,0.55,0.58,0.18,0.6,0.33,0.1,0.87,0.55,0.42
637,0.25,0.56,0.57,0.16,0.6,0.34,0.1,0.88,0.55,0.43
638,0.22,0.56,0.54,0.11,0.6,0.34,0.11,0.87,0.54,0.45
639,0.21,0.57,0.54,0.11,0.6,0.34,0.12,0.87,0.53,0.46
640,0.21,0.57,0.55,0.1,0.6,0.35,0.13,0.87,0.52,0.48
641,0.2,0.55,0.55,0.09,0.59,0.36,0.13,0.86,0.5,0.49
642,0.18,0.52,0.54,0.08,0.56,0.37,0.13,0.82,0.48,0.5
643,0.16,0.52,0.54,0.06,0.55,0.38,0.13,0.83,0.48,0.51
644,0.14,0.52,0.54,0.03,0.56,0.4,0.12,0.82,0.49,0.52
645,0.14,0.52,0.55,0.02,0.56,0.42,0.13,0.83,0.5,0.55
646,0.12,0.52,0.55,0.02,0.54,0.43,0.14,0.83,0.52,0.57
647,0.1,0.53,0.54,0.03,0.51,0.46,0.13,0.84,0.53,0.57
648,0.09,0.54,0.53,0.05,0.52,0.46,0.14,0.84,0.55,0.58
649,0.09,0.55,0.53,0.06,0.51,0.46,0.15,0.85,0.56,0.58
650,0.1,0.55,0.51,0.08,0.5,0.45,0.17,0.84,0.56,0.59
651,0.11,0.55,0.5,0.09,0.49,0.44,0.18,0.82,0.55,0.58
652,0.1,0.54,0.49,0.11,0.48,0.44,0.2,0.81,0.55,0.59
653,0.11,0.54,0.49,0.11,0.48,0.44,0.21,0.81,0.56,0.6
654,0.12,0.54,0.49,0.11,0.48,0.42,0.22,0.81,0.56,0.6
655,0.12,0.54,0.49,0.13,0.48,0.42,0.25,0.81,0.56,0.62
656,0.16,0.54,0.49,0.13,0.48,0.39,0.29,0.81,0.57,0.61
657,0.15,0.53,0.48,0.14,0.49,0.38,0.29,0.81,0.58,0.61
658,0.17,0.54,0.48,0.17,0.5,0.36,0.33,0.81,0.59,0.63
659,0.17,0.54,0.46,0.17,0.51,0.34,0.34,0.81,0.59,0.62
660,0.17,0.54,0.44,0.19,0.52,0.32,0.35,0.8,0.6,0.62
661,0.16,0.52,0.44,0.2,0.52,0.31,0.36,0.8,0.6,0.61
662,0.18,0.51,0.43,0.2,0.53,0.29,0.37,0.79,0.6,0.6
